Item,Area,Population,Country area,Permanent meadows and pastures,GDP per capita in USD,Production,Domestic supply quantity,Export Quantity,Time
Pigmeat,Estonia,1366.0,4523.0,131.0,4073.950988,30.0,43.0,10.0,30
Poultry Meat,Estonia,1366.0,4523.0,131.0,4073.950988,7.0,24.0,19.0,30
Bovine Meat,Estonia,1357.0,4523.0,194.0,4506.440052,14.0,17.0,1.0,31
"Meat, Other",Estonia,1357.0,4523.0,194.0,4506.440052,0.0,0.0,0.0,31
Pigmeat,Estonia,1357.0,4523.0,194.0,4506.440052,34.0,43.0,11.0,31
Poultry Meat,Estonia,1357.0,4523.0,194.0,4506.440052,9.0,27.0,8.0,31
Bovine Meat,Estonia,1348.0,4523.0,67.0,5342.120423,17.0,18.0,0.0,32
"Meat, Other",Estonia,1348.0,4523.0,67.0,5342.120423,0.0,0.0,0.0,32
Pigmeat,Estonia,1348.0,4523.0,67.0,5342.120423,40.0,44.0,16.0,32
Poultry Meat,Estonia,1348.0,4523.0,67.0,5342.120423,12.0,29.0,6.0,32
Bovine Meat,Estonia,1339.0,4523.0,268.0,7203.951474,13.0,14.0,1.0,33
"Meat, Other",Estonia,1339.0,4523.0,268.0,7203.951474,0.0,0.0,0.0,33
Pigmeat,Estonia,1339.0,4523.0,268.0,7203.951474,40.0,45.0,17.0,33
Poultry Meat,Estonia,1339.0,4523.0,268.0,7203.951474,14.0,28.0,7.0,33
Bovine Meat,Estonia,1332.0,4523.0,236.3,8914.525732,15.0,17.0,1.0,34
"Meat, Other",Estonia,1332.0,4523.0,236.3,8914.525732,0.0,0.0,0.0,34
Pigmeat,Estonia,1332.0,4523.0,236.3,8914.525732,41.0,46.0,13.0,34
Poultry Meat,Estonia,1332.0,4523.0,236.3,8914.525732,15.0,21.0,7.0,34
Bovine Meat,Estonia,1325.0,4523.0,279.0,10411.563613,13.0,17.0,1.0,35
"Meat, Other",Estonia,1325.0,4523.0,279.0,10411.563613,0.0,7.0,0.0,35
Pigmeat,Estonia,1325.0,4523.0,279.0,10411.563613,40.0,44.0,15.0,35
Poultry Meat,Estonia,1325.0,4523.0,279.0,10411.563613,14.0,22.0,5.0,35
Bovine Meat,Estonia,1319.0,4523.0,330.5,12646.85917,15.0,19.0,1.0,36
"Meat, Other",Estonia,1319.0,4523.0,330.5,12646.85917,0.0,1.0,0.0,36
Pigmeat,Estonia,1319.0,4523.0,330.5,12646.85917,42.0,52.0,17.0,36
Poultry Meat,Estonia,1319.0,4523.0,330.5,12646.85917,12.0,22.0,5.0,36
Bovine Meat,Estonia,1313.0,4523.0,307.0,16742.324551,15.0,20.0,1.0,37
"Meat, Other",Estonia,1313.0,4523.0,307.0,16742.324551,0.0,1.0,0.0,37
Pigmeat,Estonia,1313.0,4523.0,307.0,16742.324551,43.0,55.0,15.0,37
Poultry Meat,Estonia,1313.0,4523.0,307.0,16742.324551,12.0,23.0,6.0,37
Bovine Meat,Estonia,1308.0,4523.0,301.0,18184.746576,14.0,19.0,3.0,38
"Meat, Other",Estonia,1308.0,4523.0,301.0,18184.746576,0.0,0.0,0.0,38
Pigmeat,Estonia,1308.0,4523.0,301.0,18184.746576,39.0,50.0,20.0,38
Poultry Meat,Estonia,1308.0,4523.0,301.0,18184.746576,13.0,24.0,7.0,38
Bovine Meat,Estonia,1303.0,4523.0,327.3,14717.850724,14.0,17.0,2.0,39
"Meat, Other",Estonia,1303.0,4523.0,327.3,14717.850724,0.0,0.0,0.0,39
Pigmeat,Estonia,1303.0,4523.0,327.3,14717.850724,46.0,57.0,20.0,39
Poultry Meat,Estonia,1303.0,4523.0,327.3,14717.850724,15.0,26.0,7.0,39
Bovine Meat,Estonia,1331.54,4523.0,296.7,14671.124192,13.0,17.0,3.0,40
"Meat, Other",Estonia,1331.54,4523.0,296.7,14671.124192,0.0,0.0,0.0,40
Pigmeat,Estonia,1331.54,4523.0,296.7,14671.124192,46.0,57.0,25.0,40
Poultry Meat,Estonia,1331.54,4523.0,296.7,14671.124192,16.0,27.0,9.0,40
Bovine Meat,Estonia,1327.43,4523.0,306.6,17465.051649,12.0,18.0,4.0,41
"Meat, Other",Estonia,1327.43,4523.0,306.6,17465.051649,0.0,0.0,0.0,41
Pigmeat,Estonia,1327.43,4523.0,306.6,17465.051649,50.0,62.0,28.0,41
Poultry Meat,Estonia,1327.43,4523.0,306.6,17465.051649,18.0,25.0,13.0,41
Bovine Meat,Estonia,1322.68,4523.0,328.6,17404.385018,11.0,14.0,4.0,42
"Meat, Other",Estonia,1322.68,4523.0,328.6,17404.385018,0.0,0.0,0.0,42
Pigmeat,Estonia,1322.68,4523.0,328.6,17404.385018,38.0,43.0,30.0,42
Poultry Meat,Estonia,1322.68,4523.0,328.6,17404.385018,17.0,26.0,10.0,42
Bovine Meat,Estonia,1317.98,4534.0,324.0,19050.802736,9.0,9.0,4.0,43
"Meat, Other",Estonia,1317.98,4534.0,324.0,19050.802736,0.0,0.0,0.0,43
Pigmeat,Estonia,1317.98,4534.0,324.0,19050.802736,38.0,43.0,32.0,43
Poultry Meat,Estonia,1317.98,4534.0,324.0,19050.802736,18.0,27.0,11.0,43
Bovine Meat,Estonia,1314.53,4534.0,317.0,20234.409879,10.0,9.0,4.0,44
"Meat, Other",Estonia,1314.53,4534.0,317.0,20234.409879,0.0,0.0,1.0,44
Pigmeat,Estonia,1314.53,4534.0,317.0,20234.409879,41.0,47.0,24.0,44
Poultry Meat,Estonia,1314.53,4534.0,317.0,20234.409879,19.0,26.0,10.0,44
Bovine Meat,Estonia,1314.66,4534.0,315.0,17404.964331,13.0,9.0,4.0,45
"Meat, Other",Estonia,1314.66,4534.0,315.0,17404.964331,0.0,0.0,1.0,45
Pigmeat,Estonia,1314.66,4534.0,315.0,17404.964331,50.0,52.0,25.0,45
Poultry Meat,Estonia,1314.66,4534.0,315.0,17404.964331,20.0,27.0,10.0,45
Bovine Meat,Estonia,1315.93,4534.0,304.0,18281.033866,15.0,10.0,3.0,46
"Meat, Other",Estonia,1315.93,4534.0,304.0,18281.033866,0.0,0.0,1.0,46
Pigmeat,Estonia,1315.93,4534.0,304.0,18281.033866,43.0,54.0,23.0,46
Poultry Meat,Estonia,1315.93,4534.0,304.0,18281.033866,20.0,28.0,11.0,46
Bovine Meat,Estonia,1317.55,4534.0,296.0,20435.205904,12.0,10.0,4.0,47
"Meat, Other",Estonia,1317.55,4534.0,296.0,20435.205904,0.0,0.0,1.0,47
Pigmeat,Estonia,1317.55,4534.0,296.0,20435.205904,38.0,49.0,26.0,47
Poultry Meat,Estonia,1317.55,4534.0,296.0,20435.205904,20.0,28.0,11.0,47
Bovine Meat,Estonia,1322.15,4534.0,295.0,23162.853324,13.0,12.0,4.0,48
"Meat, Other",Estonia,1322.15,4534.0,295.0,23162.853324,0.0,-1.0,1.0,48
Pigmeat,Estonia,1322.15,4534.0,295.0,23162.853324,42.0,53.0,27.0,48
Poultry Meat,Estonia,1322.15,4534.0,295.0,23162.853324,19.0,29.0,12.0,48
Bovine Meat,Estonia,1327.04,4534.0,292.0,23421.995819,9.0,11.0,4.0,49
"Meat, Other",Estonia,1327.04,4534.0,292.0,23421.995819,0.0,-1.0,1.0,49
Pigmeat,Estonia,1327.04,4534.0,292.0,23421.995819,45.0,53.0,30.0,49
Poultry Meat,Estonia,1327.04,4534.0,292.0,23421.995819,20.0,29.0,13.0,49
Bovine Meat,Estonia,1329.44,4534.0,286.0,23596.628044,10.0,11.0,4.0,50
"Meat, Other",Estonia,1329.44,4534.0,286.0,23596.628044,0.0,-1.0,2.0,50
Pigmeat,Estonia,1329.44,4534.0,286.0,23596.628044,45.0,54.0,27.0,50
Poultry Meat,Estonia,1329.44,4534.0,286.0,23596.628044,22.0,28.0,13.0,50
Bovine Meat,Estonia,1328.7,4534.0,282.0,27990.621029,10.0,13.0,5.0,51
"Meat, Other",Estonia,1328.7,4534.0,282.0,27990.621029,0.0,0.0,1.0,51
Pigmeat,Estonia,1328.7,4534.0,282.0,27990.621029,44.0,57.0,26.0,51
Poultry Meat,Estonia,1328.7,4534.0,282.0,27990.621029,23.0,28.0,14.0,51
Bovine Meat,Finland,4607.0,33815.0,150.0,2453.401732,106.0,96.0,10.0,0
"Meat, Other",Finland,4607.0,33815.0,150.0,2453.401732,6.0,6.0,0.0,0
Pigmeat,Finland,4607.0,33815.0,150.0,2453.401732,106.0,95.0,10.0,0
Poultry Meat,Finland,4607.0,33815.0,150.0,2453.401732,9.0,9.0,0.0,0
Bovine Meat,Finland,4623.0,33815.0,150.0,2702.771703,109.0,97.0,13.0,1
"Meat, Other",Finland,4623.0,33815.0,150.0,2702.771703,6.0,5.0,0.0,1
Pigmeat,Finland,4623.0,33815.0,150.0,2702.771703,131.0,103.0,28.0,1
Poultry Meat,Finland,4623.0,33815.0,150.0,2702.771703,8.0,8.0,0.0,1
Bovine Meat,Finland,4645.0,33815.0,150.0,3162.060228,107.0,102.0,6.0,2
"Meat, Other",Finland,4645.0,33815.0,150.0,3162.060228,5.0,5.0,0.0,2
Pigmeat,Finland,4645.0,33815.0,150.0,3162.060228,128.0,107.0,21.0,2
Poultry Meat,Finland,4645.0,33815.0,150.0,3162.060228,10.0,10.0,0.0,2
Bovine Meat,Finland,4669.0,33815.0,147.0,4152.733274,97.0,106.0,0.0,3
"Meat, Other",Finland,4669.0,33815.0,147.0,4152.733274,4.0,5.0,0.0,3
Pigmeat,Finland,4669.0,33815.0,147.0,4152.733274,125.0,114.0,11.0,3
Poultry Meat,Finland,4669.0,33815.0,147.0,4152.733274,8.0,8.0,0.0,3
Bovine Meat,Finland,4692.0,33815.0,158.0,5271.548788,118.0,109.0,10.0,4
"Meat, Other",Finland,4692.0,33815.0,158.0,5271.548788,3.0,6.0,0.0,4
Pigmeat,Finland,4692.0,33815.0,158.0,5271.548788,125.0,113.0,12.0,4
Poultry Meat,Finland,4692.0,33815.0,158.0,5271.548788,9.0,9.0,0.0,4
Bovine Meat,Finland,4711.0,33815.0,160.0,6224.78981,112.0,115.0,0.0,5
"Meat, Other",Finland,4711.0,33815.0,160.0,6224.78981,3.0,4.0,0.0,5
Pigmeat,Finland,4711.0,33815.0,160.0,6224.78981,127.0,129.0,2.0,5
Poultry Meat,Finland,4711.0,33815.0,160.0,6224.78981,11.0,11.0,0.0,5
Bovine Meat,Finland,4727.0,33815.0,148.0,6708.468065,114.0,114.0,0.0,6
"Meat, Other",Finland,4727.0,33815.0,148.0,6708.468065,3.0,4.0,0.0,6
Pigmeat,Finland,4727.0,33815.0,148.0,6708.468065,136.0,123.0,13.0,6
Poultry Meat,Finland,4727.0,33815.0,148.0,6708.468065,12.0,12.0,0.0,6
Bovine Meat,Finland,4739.0,33815.0,177.0,7041.70138,106.0,110.0,0.0,7
"Meat, Other",Finland,4739.0,33815.0,177.0,7041.70138,3.0,4.0,0.0,7
Pigmeat,Finland,4739.0,33815.0,177.0,7041.70138,140.0,129.0,11.0,7
Poultry Meat,Finland,4739.0,33815.0,177.0,7041.70138,13.0,13.0,0.0,7
Bovine Meat,Finland,4750.0,33815.0,173.0,7612.043041,106.0,105.0,1.0,8
"Meat, Other",Finland,4750.0,33815.0,173.0,7612.043041,3.0,4.0,0.0,8
Pigmeat,Finland,4750.0,33815.0,173.0,7612.043041,154.0,134.0,21.0,8
Poultry Meat,Finland,4750.0,33815.0,173.0,7612.043041,12.0,12.0,0.0,8
Bovine Meat,Finland,4763.0,33815.0,166.0,9308.353196,110.0,110.0,0.0,9
"Meat, Other",Finland,4763.0,33815.0,166.0,9308.353196,2.0,3.0,0.0,9
Pigmeat,Finland,4763.0,33815.0,166.0,9308.353196,164.0,139.0,25.0,9
Poultry Meat,Finland,4763.0,33815.0,166.0,9308.353196,14.0,14.0,0.0,9
Bovine Meat,Finland,4779.0,33815.0,164.0,11225.017771,114.0,115.0,1.0,10
"Meat, Other",Finland,4779.0,33815.0,164.0,11225.017771,2.0,3.0,0.0,10
Pigmeat,Finland,4779.0,33815.0,164.0,11225.017771,169.0,143.0,24.0,10
Poultry Meat,Finland,4779.0,33815.0,164.0,11225.017771,15.0,15.0,0.0,10
Bovine Meat,Finland,4801.0,33815.0,161.0,10927.450603,122.0,104.0,19.0,11
"Meat, Other",Finland,4801.0,33815.0,161.0,10927.450603,2.0,3.0,0.0,11
Pigmeat,Finland,4801.0,33815.0,161.0,10927.450603,180.0,144.0,36.0,11
Poultry Meat,Finland,4801.0,33815.0,161.0,10927.450603,17.0,17.0,0.0,11
Bovine Meat,Finland,4826.0,33815.0,160.0,10937.801084,117.0,108.0,9.0,12
"Meat, Other",Finland,4826.0,33815.0,160.0,10937.801084,2.0,3.0,0.0,12
Pigmeat,Finland,4826.0,33815.0,160.0,10937.801084,184.0,152.0,34.0,12
Poultry Meat,Finland,4826.0,33815.0,160.0,10937.801084,16.0,16.0,0.0,12
Bovine Meat,Finland,4853.0,33815.0,136.0,10497.364044,118.0,97.0,18.0,13
"Meat, Other",Finland,4853.0,33815.0,136.0,10497.364044,2.0,2.0,0.0,13
Pigmeat,Finland,4853.0,33815.0,136.0,10497.364044,185.0,160.0,24.0,13
Poultry Meat,Finland,4853.0,33815.0,136.0,10497.364044,18.0,18.0,0.0,13
Bovine Meat,Finland,4879.0,33815.0,133.0,10833.88719,124.0,101.0,20.0,14
"Meat, Other",Finland,4879.0,33815.0,133.0,10833.88719,13.0,13.0,0.0,14
Pigmeat,Finland,4879.0,33815.0,133.0,10833.88719,170.0,150.0,19.0,14
Poultry Meat,Finland,4879.0,33815.0,133.0,10833.88719,19.0,19.0,0.0,14
Bovine Meat,Finland,4902.0,33815.0,132.0,11398.055034,126.0,107.0,18.0,15
"Meat, Other",Finland,4902.0,33815.0,132.0,11398.055034,15.0,15.0,0.0,15
Pigmeat,Finland,4902.0,33815.0,132.0,11398.055034,172.0,154.0,21.0,15
Poultry Meat,Finland,4902.0,33815.0,132.0,11398.055034,20.0,20.0,0.0,15
Bovine Meat,Finland,4921.0,33815.0,132.0,14950.429944,125.0,106.0,19.0,16
"Meat, Other",Finland,4921.0,33815.0,132.0,14950.429944,12.0,12.0,1.0,16
Pigmeat,Finland,4921.0,33815.0,132.0,14950.429944,174.0,160.0,14.0,16
Poultry Meat,Finland,4921.0,33815.0,132.0,14950.429944,22.0,22.0,0.0,16
Bovine Meat,Finland,4937.0,33815.0,127.0,18571.338578,127.0,112.0,18.0,17
"Meat, Other",Finland,4937.0,33815.0,127.0,18571.338578,13.0,10.0,2.0,17
Pigmeat,Finland,4937.0,33815.0,127.0,18571.338578,181.0,161.0,19.0,17
Poultry Meat,Finland,4937.0,33815.0,127.0,18571.338578,27.0,27.0,0.0,17
Bovine Meat,Finland,4952.0,33815.0,125.0,22047.372028,115.0,108.0,14.0,18
"Meat, Other",Finland,4952.0,33815.0,125.0,22047.372028,13.0,11.0,1.0,18
Pigmeat,Finland,4952.0,33815.0,125.0,22047.372028,174.0,167.0,6.0,18
Poultry Meat,Finland,4952.0,33815.0,125.0,22047.372028,28.0,28.0,0.0,18
Bovine Meat,Finland,4968.0,33815.0,123.0,23971.717785,110.0,105.0,7.0,19
"Meat, Other",Finland,4968.0,33815.0,123.0,23971.717785,13.0,12.0,1.0,19
Pigmeat,Finland,4968.0,33815.0,123.0,23971.717785,180.0,167.0,14.0,19
Poultry Meat,Finland,4968.0,33815.0,123.0,23971.717785,33.0,33.0,0.0,19
Bovine Meat,Finland,4987.0,33815.0,122.0,28365.435498,118.0,111.0,8.0,20
"Meat, Other",Finland,4987.0,33815.0,122.0,28365.435498,5.0,3.0,1.0,20
Pigmeat,Finland,4987.0,33815.0,122.0,28365.435498,187.0,162.0,27.0,20
Poultry Meat,Finland,4987.0,33815.0,122.0,28365.435498,36.0,36.0,0.0,20
Bovine Meat,Finland,5009.0,33815.0,123.0,25482.343722,122.0,101.0,21.0,21
"Meat, Other",Finland,5009.0,33815.0,123.0,25482.343722,5.0,5.0,0.0,21
Pigmeat,Finland,5009.0,33815.0,123.0,25482.343722,177.0,163.0,14.0,21
Poultry Meat,Finland,5009.0,33815.0,123.0,25482.343722,40.0,40.0,0.0,21
Bovine Meat,Finland,5035.0,33815.0,120.0,22318.852066,117.0,100.0,18.0,22
"Meat, Other",Finland,5035.0,33815.0,120.0,22318.852066,4.0,4.0,1.0,22
Pigmeat,Finland,5035.0,33815.0,120.0,22318.852066,176.0,162.0,14.0,22
Poultry Meat,Finland,5035.0,33815.0,120.0,22318.852066,39.0,39.0,0.0,22
Bovine Meat,Finland,5061.0,33815.0,106.0,17607.557814,106.0,97.0,11.0,23
"Meat, Other",Finland,5061.0,33815.0,106.0,17607.557814,4.0,4.0,0.0,23
Pigmeat,Finland,5061.0,33815.0,106.0,17607.557814,169.0,149.0,21.0,23
Poultry Meat,Finland,5061.0,33815.0,106.0,17607.557814,38.0,38.0,0.0,23
Bovine Meat,Finland,5086.0,33815.0,110.0,20299.973364,108.0,100.0,13.0,24
"Meat, Other",Finland,5086.0,33815.0,110.0,20299.973364,4.0,3.0,0.0,24
Pigmeat,Finland,5086.0,33815.0,110.0,20299.973364,171.0,149.0,23.0,24
Poultry Meat,Finland,5086.0,33815.0,110.0,20299.973364,43.0,43.0,0.0,24
Bovine Meat,Finland,5108.0,33815.0,98.0,26270.075576,96.0,99.0,5.0,25
"Meat, Other",Finland,5108.0,33815.0,98.0,26270.075576,3.0,4.0,0.0,25
Pigmeat,Finland,5108.0,33815.0,98.0,26270.075576,168.0,165.0,12.0,25
Poultry Meat,Finland,5108.0,33815.0,98.0,26270.075576,46.0,48.0,0.0,25
Bovine Meat,Finland,5126.0,33815.0,92.0,25783.400103,97.0,98.0,7.0,26
"Meat, Other",Finland,5126.0,33815.0,92.0,25783.400103,2.0,3.0,0.0,26
Pigmeat,Finland,5126.0,33815.0,92.0,25783.400103,172.0,167.0,23.0,26
Poultry Meat,Finland,5126.0,33815.0,92.0,25783.400103,53.0,57.0,1.0,26
Bovine Meat,Finland,5141.0,33815.0,21.3,24690.316493,100.0,99.0,9.0,27
"Meat, Other",Finland,5141.0,33815.0,21.3,24690.316493,2.0,3.0,1.0,27
Pigmeat,Finland,5141.0,33815.0,21.3,24690.316493,180.0,169.0,29.0,27
Poultry Meat,Finland,5141.0,33815.0,21.3,24690.316493,56.0,58.0,1.0,27
Bovine Meat,Finland,5153.0,33815.0,21.6,26008.824604,94.0,101.0,5.0,28
"Meat, Other",Finland,5153.0,33815.0,21.6,26008.824604,3.0,3.0,0.0,28
Pigmeat,Finland,5153.0,33815.0,21.6,26008.824604,185.0,176.0,26.0,28
Poultry Meat,Finland,5153.0,33815.0,21.6,26008.824604,61.0,63.0,1.0,28
Bovine Meat,Finland,5165.0,33815.0,21.0,26176.50114,90.0,98.0,5.0,29
"Meat, Other",Finland,5165.0,33815.0,21.0,26176.50114,3.0,3.0,1.0,29
Pigmeat,Finland,5165.0,33815.0,21.0,26176.50114,182.0,175.0,26.0,29
Poultry Meat,Finland,5165.0,33815.0,21.0,26176.50114,66.0,67.0,3.0,29
Bovine Meat,Finland,5176.0,33815.0,26.0,24285.448175,91.0,93.0,5.0,30
"Meat, Other",Finland,5176.0,33815.0,26.0,24285.448175,2.0,4.0,0.0,30
Pigmeat,Finland,5176.0,33815.0,26.0,24285.448175,173.0,169.0,23.0,30
Poultry Meat,Finland,5176.0,33815.0,26.0,24285.448175,70.0,72.0,2.0,30
Bovine Meat,Finland,5188.0,33815.0,25.0,24945.994809,90.0,94.0,3.0,31
"Meat, Other",Finland,5188.0,33815.0,25.0,24945.994809,3.0,4.0,0.0,31
Pigmeat,Finland,5188.0,33815.0,25.0,24945.994809,174.0,165.0,23.0,31
Poultry Meat,Finland,5188.0,33815.0,25.0,24945.994809,85.0,84.0,4.0,31
Bovine Meat,Finland,5200.0,33815.0,27.0,26870.907485,91.0,94.0,5.0,32
"Meat, Other",Finland,5200.0,33815.0,27.0,26870.907485,3.0,5.0,0.0,32
Pigmeat,Finland,5200.0,33815.0,27.0,26870.907485,184.0,167.0,33.0,32
Poultry Meat,Finland,5200.0,33815.0,27.0,26870.907485,95.0,91.0,8.0,32
Bovine Meat,Finland,5213.0,33815.0,28.0,32854.023248,96.0,95.0,8.0,33
"Meat, Other",Finland,5213.0,33815.0,28.0,32854.023248,3.0,6.0,0.0,33
Pigmeat,Finland,5213.0,33815.0,28.0,32854.023248,193.0,167.0,42.0,33
Poultry Meat,Finland,5213.0,33815.0,28.0,32854.023248,98.0,97.0,8.0,33
Bovine Meat,Finland,5228.0,33815.0,28.0,37704.707454,93.0,99.0,5.0,34
"Meat, Other",Finland,5228.0,33815.0,28.0,37704.707454,3.0,6.0,1.0,34
Pigmeat,Finland,5228.0,33815.0,28.0,37704.707454,198.0,172.0,46.0,34
Poultry Meat,Finland,5228.0,33815.0,28.0,37704.707454,101.0,98.0,11.0,34
Bovine Meat,Finland,5246.0,33815.0,33.0,39039.503917,87.0,100.0,1.0,35
"Meat, Other",Finland,5246.0,33815.0,33.0,39039.503917,3.0,6.0,0.0,35
Pigmeat,Finland,5246.0,33815.0,33.0,39039.503917,204.0,175.0,48.0,35
Poultry Meat,Finland,5246.0,33815.0,33.0,39039.503917,101.0,98.0,11.0,35
Bovine Meat,Finland,5268.0,33844.0,36.0,41186.116803,87.0,100.0,2.0,36
"Meat, Other",Finland,5268.0,33844.0,36.0,41186.116803,3.0,7.0,0.0,36
Pigmeat,Finland,5268.0,33844.0,36.0,41186.116803,208.0,174.0,57.0,36
Poultry Meat,Finland,5268.0,33844.0,36.0,41186.116803,100.0,95.0,13.0,36
Bovine Meat,Finland,5292.0,33842.0,34.0,48412.643971,89.0,98.0,5.0,37
"Meat, Other",Finland,5292.0,33842.0,34.0,48412.643971,3.0,10.0,0.0,37
Pigmeat,Finland,5292.0,33842.0,34.0,48412.643971,213.0,186.0,55.0,37
Poultry Meat,Finland,5292.0,33842.0,34.0,48412.643971,107.0,105.0,11.0,37
Bovine Meat,Finland,5318.0,33842.0,33.0,53556.516656,82.0,97.0,1.0,38
"Meat, Other",Finland,5318.0,33842.0,33.0,53556.516656,3.0,9.0,0.0,38
Pigmeat,Finland,5318.0,33842.0,33.0,53556.516656,217.0,181.0,65.0,38
Poultry Meat,Finland,5318.0,33842.0,33.0,53556.516656,111.0,111.0,11.0,38
Bovine Meat,Finland,5344.0,33842.0,34.0,47291.640126,82.0,97.0,1.0,39
"Meat, Other",Finland,5344.0,33842.0,34.0,47291.640126,3.0,10.0,0.0,39
Pigmeat,Finland,5344.0,33842.0,34.0,47291.640126,206.0,182.0,54.0,39
Poultry Meat,Finland,5344.0,33842.0,34.0,47291.640126,104.0,104.0,11.0,39
Bovine Meat,Finland,5363.27,33842.0,33.0,46460.674927,83.0,99.0,2.0,40
"Meat, Other",Finland,5363.27,33842.0,33.0,46460.674927,0.0,8.0,0.0,40
Pigmeat,Finland,5363.27,33842.0,33.0,46460.674927,203.0,195.0,44.0,40
Poultry Meat,Finland,5363.27,33842.0,33.0,46460.674927,96.0,106.0,10.0,40
Bovine Meat,Finland,5388.17,33842.0,32.0,51083.002593,84.0,101.0,2.0,41
"Meat, Other",Finland,5388.17,33842.0,32.0,51083.002593,0.0,9.0,1.0,41
Pigmeat,Finland,5388.17,33842.0,32.0,51083.002593,202.0,188.0,50.0,41
Poultry Meat,Finland,5388.17,33842.0,32.0,51083.002593,102.0,108.0,11.0,41
Bovine Meat,Finland,5413.86,33842.0,32.0,47711.777241,81.0,105.0,1.0,42
"Meat, Other",Finland,5413.86,33842.0,32.0,47711.777241,0.0,8.0,1.0,42
Pigmeat,Finland,5413.86,33842.0,32.0,47711.777241,193.0,201.0,35.0,42
Poultry Meat,Finland,5413.86,33842.0,32.0,47711.777241,107.0,108.0,12.0,42
Bovine Meat,Finland,5438.87,33842.0,31.0,49878.96031,81.0,104.0,1.0,43
"Meat, Other",Finland,5438.87,33842.0,31.0,49878.96031,1.0,6.0,1.0,43
Pigmeat,Finland,5438.87,33842.0,31.0,49878.96031,195.0,197.0,38.0,43
Poultry Meat,Finland,5438.87,33842.0,31.0,49878.96031,111.0,110.0,13.0,43
Bovine Meat,Finland,5461.44,33842.0,33.0,50260.962457,83.0,100.0,2.0,44
"Meat, Other",Finland,5461.44,33842.0,33.0,50260.962457,0.0,7.0,1.0,44
Pigmeat,Finland,5461.44,33842.0,33.0,50260.962457,186.0,196.0,35.0,44
Poultry Meat,Finland,5461.44,33842.0,33.0,50260.962457,113.0,108.0,11.0,44
Bovine Meat,Finland,5479.46,33844.6,27.8,42785.244935,86.0,97.0,4.0,45
"Meat, Other",Finland,5479.46,33844.6,27.8,42785.244935,0.0,6.0,2.0,45
Pigmeat,Finland,5479.46,33844.6,27.8,42785.244935,192.0,197.0,39.0,45
Poultry Meat,Finland,5479.46,33844.6,27.8,42785.244935,117.0,108.0,14.0,45
Bovine Meat,Finland,5495.22,33845.0,26.0,43784.953249,87.0,100.0,4.0,46
"Meat, Other",Finland,5495.22,33845.0,26.0,43784.953249,0.0,5.0,1.0,46
Pigmeat,Finland,5495.22,33845.0,26.0,43784.953249,190.0,199.0,39.0,46
Poultry Meat,Finland,5495.22,33845.0,26.0,43784.953249,125.0,110.0,14.0,46
Bovine Meat,Finland,5508.14,33845.0,25.0,46412.760009,86.0,104.0,3.0,47
"Meat, Other",Finland,5508.14,33845.0,25.0,46412.760009,0.0,6.0,1.0,47
Pigmeat,Finland,5508.14,33845.0,25.0,46412.760009,182.0,199.0,33.0,47
Poultry Meat,Finland,5508.14,33845.0,25.0,46412.760009,129.0,112.0,11.0,47
Bovine Meat,Finland,5515.46,33845.0,24.0,49988.206202,87.0,107.0,4.0,48
"Meat, Other",Finland,5515.46,33845.0,24.0,49988.206202,0.0,7.0,1.0,48
Pigmeat,Finland,5515.46,33845.0,24.0,49988.206202,169.0,206.0,23.0,48
Poultry Meat,Finland,5515.46,33845.0,24.0,49988.206202,135.0,116.0,11.0,48
Bovine Meat,Finland,5521.54,33846.0,24.0,48630.465932,88.0,99.0,8.0,49
"Meat, Other",Finland,5521.54,33846.0,24.0,48630.465932,0.0,6.0,1.0,49
Pigmeat,Finland,5521.54,33846.0,24.0,48630.465932,169.0,176.0,36.0,49
Poultry Meat,Finland,5521.54,33846.0,24.0,48630.465932,139.0,121.0,12.0,49
Bovine Meat,Finland,5529.47,33846.0,22.0,49171.419088,87.0,98.0,7.0,50
"Meat, Other",Finland,5529.47,33846.0,22.0,49171.419088,0.0,4.0,1.0,50
Pigmeat,Finland,5529.47,33846.0,22.0,49171.419088,175.0,166.0,43.0,50
Poultry Meat,Finland,5529.47,33846.0,22.0,49171.419088,145.0,124.0,12.0,50
Bovine Meat,Finland,5535.99,33847.0,21.0,53703.45252,86.0,107.0,6.0,51
"Meat, Other",Finland,5535.99,33847.0,21.0,53703.45252,0.0,4.0,1.0,51
Pigmeat,Finland,5535.99,33847.0,21.0,53703.45252,176.0,171.0,41.0,51
Poultry Meat,Finland,5535.99,33847.0,21.0,53703.45252,147.0,139.0,10.0,51
Bovine Meat,France,57098.0,54908.6,11447.6,22406.569941,2026.0,1967.0,506.0,21
"Meat, Other",France,57098.0,54908.6,11447.6,22406.569941,317.0,374.0,10.0,21
Pigmeat,France,57098.0,54908.6,11447.6,22406.569941,1773.0,1935.0,228.0,21
Poultry Meat,France,57098.0,54908.6,11447.6,22406.569941,1717.0,1238.0,541.0,21
Bovine Meat,France,57339.0,54908.6,11332.8,24644.774387,1877.0,1734.0,568.0,22
"Meat, Other",France,57339.0,54908.6,11332.8,24644.774387,317.0,372.0,10.0,22
Pigmeat,France,57339.0,54908.6,11332.8,24644.774387,1903.0,2018.0,275.0,22
Poultry Meat,France,57339.0,54908.6,11332.8,24644.774387,1772.0,1247.0,597.0,22
